# soak_growth seconds=240 sample_ms=1000 concurrency=16 cycle_ms=20
# replay_capacity=4096 leak_bytes=0 mallinfo2=1
t_ms,cycles,fails,rss_kb,rss_anon_kb,rss_file_kb,rss_anon_huge_kb,fds,timers,sessions,proxy_sessions,proxy_streams,uordblks,hblkhd,arena,up_accepts,up_closes,up_short
196006,7845,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,7845,7829,0
197013,7886,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,7886,7870,0
198001,7925,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,7925,7909,0
199002,7965,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,7965,7949,0
200025,8006,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,8006,7990,0
201021,8046,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,8046,8030,0
202010,8086,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,8086,8070,0
203006,8126,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,8126,8110,0
204008,8166,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,8166,8150,0
205023,8207,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,8207,8191,0
206018,8247,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,8247,8231,0
207015,8287,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,8287,8271,0
208012,8327,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,8327,8311,0
209016,8367,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,8367,8351,0
210002,8406,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,8406,8390,0
211005,8446,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,8446,8430,0
212006,8486,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,8486,8470,0
213010,8526,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,8526,8510,0
214010,8566,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,8566,8550,0
215024,8606,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,8606,8590,0
216004,8645,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,8645,8629,0
217009,8685,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,8685,8669,0
218009,8725,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,8725,8709,0
219012,8766,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,8766,8750,0
220020,8806,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,8806,8790,0
221018,8846,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,8846,8830,0
222020,8886,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,8886,8870,0
223013,8925,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,8925,8909,0
224017,8965,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,8965,8949,0
225011,9004,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,9004,8988,0
226015,9044,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,9044,9028,0
227024,9085,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,9085,9069,0
228005,9124,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,9124,9108,0
229013,9165,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,9165,9149,0
230007,9205,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,9205,9189,0
231008,9245,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,9245,9229,0
232012,9285,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,9285,9269,0
233017,9325,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,9325,9309,0
234019,9365,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,9365,9349,0
235018,9405,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,9405,9389,0
236006,9444,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,9444,9428,0
237003,9484,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,9484,9468,0
238001,9524,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,9524,9508,0
239013,9564,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,9564,9548,0
240023,9604,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,9604,9588,0
