# soak_growth seconds=240 sample_ms=1000 concurrency=16 cycle_ms=20
# replay_capacity=4096 leak_bytes=64 mallinfo2=1
t_ms,cycles,fails,rss_kb,rss_anon_kb,rss_file_kb,rss_anon_huge_kb,fds,timers,sessions,proxy_sessions,proxy_streams,uordblks,hblkhd,arena,up_accepts,up_closes,up_short
192002,7676,0,20192,14384,5808,12288,76,33,16,16,16,14167104,393216,14483456,7676,7660,0
193001,7716,0,20196,14388,5808,12288,76,33,16,16,16,14170944,393216,14483456,7716,7700,0
194019,7756,0,20200,14392,5808,12288,76,33,16,16,16,14174784,393216,14483456,7756,7740,0
195023,7796,0,20212,14404,5808,12288,76,33,16,16,16,14178624,393216,14483456,7796,7780,0
196020,7836,0,20212,14404,5808,12288,76,33,16,16,16,14182464,393216,14483456,7836,7820,0
197007,7876,0,20220,14412,5808,12288,76,33,16,16,16,14186304,393216,14483456,7876,7860,0
198019,7917,0,20220,14412,5808,12288,76,33,16,16,16,14190240,393216,14483456,7917,7901,0
199020,7957,0,20224,14416,5808,12288,76,33,16,16,16,14194080,393216,14483456,7957,7941,0
200004,7996,0,20228,14420,5808,12288,76,33,16,16,16,14197824,393216,14483456,7996,7980,0
201000,8036,0,20232,14424,5808,12288,76,33,16,16,16,14201664,393216,14483456,8036,8020,0
202003,8078,0,20236,14428,5808,12288,76,33,16,16,16,14205696,393216,14483456,8078,8062,0
203017,8119,0,20240,14432,5808,12288,76,33,16,16,16,14209632,393216,14483456,8119,8103,0
204015,8159,0,20244,14436,5808,12288,76,33,16,16,16,14213472,393216,14483456,8159,8143,0
205019,8199,0,20252,14444,5808,12288,76,33,16,16,16,14217232,393216,14483456,8199,8183,0
206000,8238,0,20260,14452,5808,12288,76,33,16,16,16,14220976,393216,14483456,8238,8222,0
207015,8278,0,20260,14452,5808,12288,76,33,16,16,16,14224816,393216,14483456,8278,8262,0
208014,8318,0,20260,14452,5808,12288,76,33,16,16,16,14228656,393216,14483456,8318,8302,0
209014,8358,0,20260,14452,5808,12288,76,33,16,16,16,14232672,393216,14483456,8358,8342,0
210011,8398,0,20268,14460,5808,12288,76,33,16,16,16,14236512,393216,14483456,8398,8382,0
211014,8438,0,20272,14464,5808,12288,76,33,16,16,16,14240272,393216,14483456,8438,8422,0
212009,8478,0,20280,14472,5808,12288,76,33,16,16,16,14244016,393216,14647296,8478,8462,0
213010,8518,0,20288,14480,5808,12288,76,33,16,16,16,14247856,393216,14647296,8518,8502,0
214012,8558,0,20288,14480,5808,12288,76,33,16,16,16,14251808,393216,14647296,8558,8542,0
215015,8598,0,20288,14480,5808,12288,76,33,16,16,16,14255648,393216,14647296,8598,8582,0
216001,8637,0,20292,14484,5808,12288,76,33,16,16,16,14259296,393216,14647296,8637,8621,0
217000,8677,0,20292,14484,5808,12288,76,33,16,16,16,14263152,393216,14647296,8677,8661,0
218019,8718,0,20292,14484,5808,12288,76,33,16,16,16,14267088,393216,14647296,8718,8702,0
219006,8759,0,20292,14484,5808,12288,76,33,16,16,16,14271040,393216,14647296,8759,8743,0
220011,8799,0,20292,14484,5808,12288,76,33,16,16,16,14274864,393216,14647296,8799,8783,0
221019,8839,0,20292,14484,5808,12288,76,33,16,16,16,14278704,393216,14647296,8839,8823,0
222007,8878,0,20292,14484,5808,12288,76,33,16,16,16,14282544,393216,14647296,8878,8862,0
223011,8918,0,20312,14504,5808,12288,76,33,16,16,16,14286384,393216,14647296,8918,8902,0
224020,8959,0,20316,14508,5808,12288,76,33,16,16,16,14290224,393216,14647296,8959,8943,0
225020,9001,0,20316,14508,5808,12288,76,33,16,16,16,14294352,393216,14647296,9001,8985,0
226003,9040,0,20320,14512,5808,12288,76,33,16,16,16,14298096,393216,14647296,9040,9024,0
227022,9081,0,20324,14516,5808,12288,76,33,16,16,16,14301936,393216,14647296,9081,9065,0
228003,9120,0,20324,14516,5808,12288,76,33,16,16,16,14305664,393216,14647296,9120,9104,0
229012,9160,0,20328,14520,5808,12288,76,33,16,16,16,14309504,393216,14647296,9160,9144,0
230014,9201,0,20332,14524,5808,12288,76,33,16,16,16,14313440,393216,14647296,9201,9185,0
231013,9241,0,20336,14528,5808,12288,76,33,16,16,16,14317280,393216,14647296,9241,9225,0
232011,9281,0,20340,14532,5808,12288,76,33,16,16,16,14321120,393216,14647296,9281,9265,0
233009,9321,0,20340,14532,5808,12288,76,33,16,16,16,14325056,393216,14647296,9321,9305,0
234021,9362,0,20348,14540,5808,12288,76,33,16,16,16,14328992,393216,14647296,9362,9346,0
235023,9402,0,20348,14540,5808,12288,76,33,16,16,16,14332832,393216,14647296,9402,9386,0
236020,9442,0,20352,14544,5808,12288,76,33,16,16,16,14336672,393216,14647296,9442,9426,0
237023,9483,0,20352,14544,5808,12288,76,33,16,16,16,14340608,393216,14647296,9483,9467,0
238001,9522,0,20356,14548,5808,12288,76,33,16,16,16,14344736,393216,14647296,9522,9506,0
239003,9562,0,20360,14552,5808,12288,76,33,16,16,16,14348576,393216,14647296,9562,9546,0
240009,9602,0,20364,14556,5808,12288,76,33,16,16,16,14352416,393216,14647296,9602,9586,0
